date,1. open,2. high,3. low,4. close,5. volume
2018-12-31 10:30:00,68.465,68.49,67.79,68.08,604247.0
2018-12-31 11:30:00,68.04,68.16,67.75,68.16,423050.0
2018-12-31 12:30:00,68.18,68.49,68.07,68.48,440240.0
2018-12-31 13:30:00,68.48,68.54,68.06,68.1,461506.0
2018-12-31 14:30:00,68.09,68.29,67.98,68.08,518372.0
2018-12-31 15:30:00,68.08,68.38,67.87,68.36,781237.0
2019-01-02 10:30:00,67.32,67.99,67.14,67.94,683759.0
2019-01-02 11:30:00,67.96,68.32,67.82,68.03,697673.0
2019-01-02 12:30:00,68.06,68.45,68.06,68.23,421400.0
2019-01-02 13:30:00,68.225,68.3799,67.82,68.01,409147.0
2019-01-02 14:30:00,68.02,68.17,67.63,67.77,612170.0
2019-01-02 15:30:00,67.75,68.09,67.56,68.02,692204.0
2019-01-03 10:30:00,67.21,67.31,66.76,67.09,560410.0
2019-01-03 11:30:00,67.095,67.84,67.095,67.59,512598.0
2019-01-03 12:30:00,67.585,68.02,67.28,67.62,513823.0
2019-01-03 13:30:00,67.6,67.98,67.52,67.98,405020.0
2019-01-03 14:30:00,67.97,68.09,67.44,67.5,752885.0
2019-01-03 15:30:00,67.47,67.76,67.18,67.31,571045.0
2019-01-04 10:30:00,69.23,69.88,69.05,69.42,929486.0
2019-01-04 11:30:00,69.425,69.74,69.31,69.68,503340.0
2019-01-04 12:30:00,69.71,70.12,69.64,69.95,368735.0
2019-01-04 13:30:00,69.99,70.13,69.74,69.84,546212.0
2019-01-04 14:30:00,69.84,69.9,69.28,69.47,776634.0
2019-01-04 15:30:00,69.46,69.57,69.26,69.56,1065256.0
2019-01-07 10:30:00,69.52,70.01,69.52,69.75,610006.0
2019-01-07 11:30:00,69.71,70.22,69.53,70.11,467269.0
2019-01-07 12:30:00,70.14,70.44,70.1,70.38,379909.0
2019-01-07 13:30:00,70.39,70.54,70.02,70.04,494148.0
2019-01-07 14:30:00,70.03,70.19,69.79,70.04,649359.0
2019-01-07 15:30:00,70.045,70.16,69.89,69.96,831175.0
2019-01-08 10:30:00,70.55,70.68,70.16,70.65,601950.0
2019-01-08 11:30:00,70.57,70.85,70.33,70.75,526253.0
2019-01-08 12:30:00,70.78,71.01,70.6,70.92,526240.0
2019-01-08 13:30:00,70.93,71.21,70.87,71.04,509470.0
2019-01-08 14:30:00,71.04,71.54,70.79,71.45,1513395.0
