date,1. open,2. high,3. low,4. close,5. volume
2018-12-31 10:30:00,321.52,322.77,319.25,320.25,753813.0
2018-12-31 11:30:00,320.1544,321.09,318.75,320.2633,326728.0
2018-12-31 12:30:00,320.565,322.0,320.21,321.76,308917.0
2018-12-31 13:30:00,321.89,321.89,319.56,319.97,255816.0
2018-12-31 14:30:00,319.87,321.7407,319.77,321.07,245848.0
2018-12-31 15:30:00,321.12,322.5,319.57,322.5,428098.0
2019-01-02 10:30:00,318.4393,322.307,317.35,320.5203,394681.0
2019-01-02 11:30:00,320.5675,321.6587,319.0935,319.5478,250973.0
2019-01-02 12:30:00,319.7985,323.69,319.25,323.3408,274696.0
2019-01-02 13:30:00,323.4432,323.79,320.68,321.76,265741.0
2019-01-02 14:30:00,322.0,322.7323,319.53,320.82,365267.0
2019-01-02 15:30:00,320.67,323.85,320.2444,323.84,360878.0
2019-01-03 10:30:00,312.76,313.7444,309.4,311.52,841506.0
2019-01-03 11:30:00,312.025,316.65,311.38,314.1,734290.0
2019-01-03 12:30:00,314.14,315.03,310.99,312.09,436157.0
2019-01-03 13:30:00,311.99,312.935,310.3416,312.42,415935.0
2019-01-03 14:30:00,312.45,312.922,309.665,310.97,535930.0
2019-01-03 15:30:00,310.89,312.2622,310.13,310.81,757015.0
2019-01-04 10:30:00,321.3357,323.12,320.93,322.28,587208.0
2019-01-04 11:30:00,321.93,325.89,321.38,325.26,482465.0
2019-01-04 12:30:00,325.46,327.8113,324.7687,327.705,458491.0
2019-01-04 13:30:00,327.84,328.41,325.99,326.91,426502.0
2019-01-04 14:30:00,326.99,327.97,326.0,326.3474,440892.0
2019-01-04 15:30:00,326.25,327.0,325.91,326.88,491340.0
2019-01-07 10:30:00,325.2599,327.91,325.2599,327.0,435612.0
2019-01-07 11:30:00,327.1879,329.21,326.55,328.56,335478.0
2019-01-07 12:30:00,328.5,330.65,328.47,329.44,430582.0
2019-01-07 13:30:00,329.496,329.56,326.66,327.94,402253.0
2019-01-07 14:30:00,327.8,328.03,326.04,327.5785,344784.0
2019-01-07 15:30:00,327.69,328.3299,327.01,328.06,369476.0
2019-01-08 10:30:00,333.22,339.1062,332.7468,338.192,923870.0
2019-01-08 11:30:00,338.02,340.9,336.75,340.3856,642684.0
2019-01-08 12:30:00,340.3141,340.41,337.14,338.855,413453.0
2019-01-08 13:30:00,338.8,339.99,338.1975,339.01,286524.0
2019-01-08 14:30:00,338.93,340.72,338.67,340.7,352007.0
2019-01-08 15:30:00,340.74,341.2356,340.0,340.485,497060.0
2019-01-09 10:30:00,345.2512,346.62,344.589,345.57,715355.0
2019-01-09 11:30:00,345.3582,345.56,344.0,344.6321,382940.0
2019-01-09 12:30:00,344.68,345.72,344.43,345.16,257363.0
2019-01-09 13:30:00,345.35,345.38,343.25,343.99,323857.0
2019-01-09 14:30:00,344.02,345.61,343.65,345.2826,291369.0
2019-01-09 15:30:00,345.17,345.28,343.11,343.93,564003.0
2019-01-10 10:30:00,346.5,349.7992,346.1489,348.43,735757.0
2019-01-10 11:30:00,348.4825,351.38,348.47,351.375,622181.0
2019-01-10 12:30:00,351.36,352.69,349.0,349.97,632137.0
2019-01-10 13:30:00,350.06,351.607,349.08,350.9,407534.0
2019-01-10 14:30:00,350.97,352.27,349.61,352.16,392612.0
2019-01-10 15:30:00,352.2,353.4662,351.88,352.52,638675.0
2019-01-11 10:30:00,350.35,354.31,350.35,352.23,504752.0
2019-01-11 11:30:00,352.2449,354.0705,351.8,353.9242,376444.0
2019-01-11 12:30:00,353.9,354.1336,351.68,352.26,329361.0
2019-01-11 13:30:00,352.31,352.915,352.11,352.69,227044.0
2019-01-11 14:30:00,352.74,353.29,351.9075,352.3,249806.0
2019-01-11 15:30:00,352.52,353.15,352.41,352.81,378441.0
2019-01-14 10:30:00,349.0,349.75,348.45,349.41,319028.0
2019-01-14 11:30:00,349.15,351.92,349.05,351.25,296364.0
2019-01-14 12:30:00,351.2288,351.29,350.33,350.41,139594.0
2019-01-14 13:30:00,350.51,351.65,350.51,350.86,167493.0
2019-01-14 14:30:00,350.79,352.73,350.79,351.42,223329.0
2019-01-14 15:30:00,351.36,351.54,350.06,350.32,290977.0
2019-01-15 10:30:00,349.0,351.21,348.11,350.88,369467.0
2019-01-15 11:30:00,350.82,352.89,350.545,352.57,263415.0
2019-01-15 12:30:00,352.6074,352.88,351.9509,352.43,224832.0
2019-01-15 13:30:00,352.37,353.17,351.372,351.372,353735.0
2019-01-15 14:30:00,351.31,352.7684,351.0,352.13,415257.0
2019-01-15 15:30:00,352.145,352.7552,351.67,352.16,379247.0
2019-01-16 10:30:00,352.98,353.56,351.75,353.001,362061.0
2019-01-16 11:30:00,352.9014,353.51,351.56,352.25,256783.0
2019-01-16 12:30:00,352.34,352.5909,351.58,351.74,132917.0
2019-01-16 13:30:00,351.74,353.07,351.61,352.855,196930.0
2019-01-16 14:30:00,352.85,353.94,352.69,353.0,272689.0
2019-01-16 15:30:00,352.9,353.01,351.8,351.99,394856.0
2019-01-17 10:30:00,354.67,357.5,354.155,357.47,407115.0
2019-01-17 11:30:00,357.3113,358.79,355.63,355.63,390484.0
2019-01-17 12:30:00,355.7416,356.5216,355.3,356.17,235953.0
2019-01-17 13:30:00,356.2,356.4021,354.8166,355.07,232898.0
2019-01-17 14:30:00,355.24,363.83,355.075,358.23,1324879.0
2019-01-17 15:30:00,358.3057,359.2,357.99,359.2,427367.0
2019-01-18 10:30:00,363.5217,364.21,362.76,363.83,611683.0
2019-01-18 11:30:00,363.6385,367.1266,363.63,366.89,661007.0
2019-01-18 12:30:00,367.0156,367.29,364.65,364.65,341419.0
2019-01-18 13:30:00,364.94,365.205,363.6735,364.6296,307659.0
2019-01-18 14:30:00,364.52,364.52,363.4,363.81,315334.0
2019-01-18 15:30:00,363.94,365.29,363.9,364.78,515295.0
2019-01-22 10:30:00,361.91,363.05,360.62,360.92,397942.0
2019-01-22 11:30:00,360.76,361.17,358.45,359.07,433792.0
2019-01-22 12:30:00,359.04,359.15,354.34,356.23,564452.0
2019-01-22 13:30:00,356.03,357.2486,355.44,355.5965,317634.0
2019-01-22 14:30:00,355.78,357.34,354.5,357.15,520584.0
2019-01-22 15:30:00,357.055,358.4472,355.4,358.0,508204.0
2019-01-23 10:30:00,358.88,359.325,356.98,357.65,380128.0
2019-01-23 11:30:00,357.5846,358.1083,353.76,355.06,437920.0
2019-01-23 12:30:00,355.05,356.88,354.63,356.14,242119.0
2019-01-23 13:30:00,356.22,358.44,356.2,358.16,253377.0
2019-01-23 14:30:00,358.16,359.01,356.67,358.38,308447.0
2019-01-23 15:30:00,358.52,359.04,357.98,358.76,316136.0
2019-01-24 10:30:00,363.01,363.01,359.4,360.3958,348427.0
2019-01-24 11:30:00,360.6,362.53,360.105,360.8,249797.0
2019-01-24 12:30:00,360.73,361.14,358.2,358.9019,308883.0
2019-01-24 13:30:00,358.86,360.2506,358.63,359.85,214999.0
2019-01-24 14:30:00,359.78,360.6,359.21,359.43,241293.0
2019-01-24 15:30:00,359.437,359.5,358.31,358.4,423789.0
2019-01-25 10:30:00,365.035,366.805,363.85,364.105,531709.0
2019-01-25 11:30:00,364.3576,366.1554,364.352,365.5,421225.0
2019-01-25 12:30:00,365.4224,365.4224,362.86,363.92,281529.0
2019-01-25 13:30:00,363.97,364.8464,362.67,362.93,280806.0
2019-01-25 14:30:00,362.99,364.06,362.71,363.51,226265.0
2019-01-25 15:30:00,363.68,364.47,362.98,364.21,447976.0
2019-01-28 10:30:00,360.6,362.02,360.33,360.87,290614.0
2019-01-28 11:30:00,361.08,361.28,359.7572,360.93,298173.0
2019-01-28 12:30:00,361.03,362.95,360.58,362.13,191395.0
2019-01-28 13:30:00,362.17,362.63,360.75,361.34,238405.0
2019-01-28 14:30:00,361.3751,362.64,361.23,361.91,294402.0
2019-01-28 15:30:00,361.9,363.14,361.36,362.9,327371.0
2019-01-29 10:30:00,367.38,367.78,364.48,365.25,533333.0
2019-01-29 11:30:00,365.29,366.26,365.07,365.6655,322927.0
2019-01-29 12:30:00,365.53,365.69,364.85,365.48,263679.0
2019-01-29 13:30:00,365.47,365.66,363.52,364.185,320631.0
2019-01-29 14:30:00,364.18,364.8276,362.87,364.58,443279.0
2019-01-29 15:30:00,364.645,365.145,364.46,364.96,403172.0
2019-01-30 10:30:00,388.88,391.4458,387.13,388.55,2100044.0
2019-01-30 11:30:00,388.54,391.93,387.62,391.78,1201912.0
2019-01-30 12:30:00,391.71,391.8232,388.33,388.59,903581.0
2019-01-30 13:30:00,388.44,391.68,386.18,388.0,1839551.0
2019-01-30 14:30:00,387.92,389.615,385.2,387.835,1269592.0
2019-01-30 15:30:00,387.74,388.49,387.1,387.58,734098.0
2019-01-31 10:30:00,383.82,384.52,382.41,383.26,829448.0
2019-01-31 11:30:00,383.26,385.4822,382.41,385.13,827936.0
2019-01-31 12:30:00,385.14,386.5528,383.46,383.46,668141.0
2019-01-31 13:30:00,383.4,383.93,382.58,382.9,457740.0
2019-01-31 14:30:00,382.96,383.8,382.1,383.79,631220.0
2019-01-31 15:30:00,383.82,385.76,383.0,385.42,818666.0
2019-02-01 10:30:00,390.5,391.25,387.31,390.68,685082.0
2019-02-01 11:30:00,390.48,391.49,388.09,388.63,693904.0
2019-02-01 12:30:00,388.57,389.88,388.3545,388.555,309473.0
2019-02-01 13:30:00,388.64,388.8296,386.66,386.92,317377.0
2019-02-01 14:30:00,386.95,387.99,385.9817,387.705,357235.0
2019-02-01 15:30:00,387.6706,388.44,386.56,387.4,449620.0
2019-02-04 10:30:00,393.27,393.6461,391.87,391.98,409093.0
2019-02-04 11:30:00,392.04,393.01,391.85,392.06,338351.0
2019-02-04 12:30:00,392.13,392.4523,391.96,392.1,246266.0
2019-02-04 13:30:00,392.1,394.45,392.04,394.4317,345035.0
2019-02-04 14:30:00,394.45,395.99,394.45,395.1,546106.0
2019-02-04 15:30:00,395.02,397.07,394.61,396.96,566867.0
2019-02-05 10:30:00,403.59,405.69,403.06,403.8,872969.0
2019-02-05 11:30:00,403.76,406.9,403.71,406.85,728131.0
2019-02-05 12:30:00,406.8732,408.46,405.75,408.165,862463.0
2019-02-05 13:30:00,408.17,409.0852,407.0212,408.4399,571335.0
2019-02-05 14:30:00,408.32,410.25,407.76,409.7,720443.0
2019-02-05 15:30:00,409.7481,410.6987,409.45,409.98,843039.0
2019-02-06 10:30:00,409.586,413.79,409.3088,411.8,858826.0
2019-02-06 11:30:00,411.8,413.13,409.4,412.33,544436.0
2019-02-06 12:30:00,412.3669,413.5,411.9505,412.52,376199.0
2019-02-06 13:30:00,412.47,412.94,411.644,412.1913,349241.0
2019-02-06 14:30:00,412.09,412.32,410.95,411.3,477744.0
2019-02-06 15:30:00,411.25,411.32,410.18,411.05,542450.0
2019-02-07 10:30:00,409.6399,410.2414,404.72,405.4101,831505.0
2019-02-07 11:30:00,405.41,405.41,402.3228,403.72,924069.0
2019-02-07 12:30:00,403.81,406.0,403.81,405.42,353702.0
2019-02-07 13:30:00,405.76,406.5,404.545,406.3275,334050.0
2019-02-07 14:30:00,406.42,406.84,404.773,405.18,381346.0
2019-02-07 15:30:00,405.1,405.83,404.07,405.45,475156.0
2019-02-08 10:30:00,400.458,401.59,397.84,397.91,686525.0
2019-02-08 11:30:00,398.17,401.0,397.946,400.599,485001.0
2019-02-08 12:30:00,400.69,402.589,400.69,401.61,529731.0
2019-02-08 13:30:00,401.59,403.5211,401.57,402.5855,273155.0
2019-02-08 14:30:00,402.63,403.1775,401.58,402.84,308623.0
2019-02-08 15:30:00,402.8756,404.87,402.57,404.85,459371.0
2019-02-11 10:30:00,405.93,407.31,405.08,407.05,434872.0
2019-02-11 11:30:00,406.81,406.81,405.01,405.81,269425.0
2019-02-11 12:30:00,405.978,406.26,403.5,403.6636,219331.0
2019-02-11 13:30:00,403.64,404.35,402.95,403.28,257732.0
2019-02-11 14:30:00,403.19,404.33,402.69,404.165,282403.0
2019-02-11 15:30:00,404.24,404.65,403.61,404.0,348884.0
2019-02-12 10:30:00,408.29,409.68,407.2701,409.2,449534.0
2019-02-12 11:30:00,409.29,409.8478,408.41,409.39,441949.0
2019-02-12 12:30:00,409.51,409.88,408.8,409.4,223906.0
2019-02-12 13:30:00,409.42,411.2,409.42,409.85,383692.0
2019-02-12 14:30:00,409.9,410.83,409.65,410.32,259444.0
2019-02-12 15:30:00,410.36,410.99,409.84,410.72,348301.0
2019-02-13 10:30:00,410.32,411.58,408.635,408.96,415254.0
2019-02-13 11:30:00,408.85,411.0,408.12,410.661,351728.0
2019-02-13 12:30:00,410.57,411.28,410.01,410.74,177735.0
2019-02-13 13:30:00,410.59,410.7,410.0,410.2,152581.0
2019-02-13 14:30:00,410.17,411.49,410.0,411.11,293867.0
2019-02-13 15:30:00,411.15,411.51,409.59,410.51,442959.0
2019-02-14 10:30:00,410.355,411.005,408.315,408.4,307464.0
2019-02-14 11:30:00,408.48,411.4,408.0,410.8021,286778.0
2019-02-14 12:30:00,410.885,411.08,409.65,410.43,145958.0
2019-02-14 13:30:00,410.52,412.02,410.52,411.43,249846.0
2019-02-14 14:30:00,411.4555,412.14,410.26,411.037,255344.0
2019-02-14 15:30:00,411.31,411.64,409.9,409.9,289898.0
2019-02-15 10:30:00,414.74,416.0,414.1,414.75,568807.0
2019-02-15 11:30:00,414.7,416.1099,414.4,415.64,312092.0
2019-02-15 12:30:00,415.56,416.25,414.57,414.63,320977.0
2019-02-15 13:30:00,414.5788,416.25,414.5788,415.98,307726.0
2019-02-15 14:30:00,416.0571,417.3074,415.9,416.0507,421106.0
2019-02-15 15:30:00,416.02,418.0326,415.97,417.9,580056.0
