date,1. open,2. high,3. low,4. close,5. volume
2018-12-31 10:30:00,53.22,53.25,52.74,53.0242,1364847.0
2018-12-31 11:30:00,53.0,53.39,52.785,53.37,1219914.0
2018-12-31 12:30:00,53.38,53.43,53.051,53.115,983603.0
2018-12-31 13:30:00,53.12,53.16,52.82,52.85,1109759.0
2018-12-31 14:30:00,52.8448,53.21,52.7824,53.15,1120942.0
2018-12-31 15:30:00,53.14,53.48,52.96,53.48,1734892.0
2019-01-02 10:30:00,53.98,54.71,53.81,54.45,1168349.0
2019-01-02 11:30:00,54.46,54.665,54.28,54.41,1103044.0
2019-01-02 12:30:00,54.4,54.7,54.37,54.63,810736.0
2019-01-02 13:30:00,54.62,54.93,54.38,54.565,942968.0
2019-01-02 14:30:00,54.595,54.78,54.23,54.35,1296422.0
2019-01-02 15:30:00,54.34,54.6,54.21,54.53,1407196.0
2019-01-03 10:30:00,52.65,52.91,52.28,52.76,1190011.0
2019-01-03 11:30:00,52.7825,53.45,52.73,53.18,989859.0
2019-01-03 12:30:00,53.17,53.3,52.7,52.87,868381.0
2019-01-03 13:30:00,52.88,53.15,52.74,53.03,718234.0
2019-01-03 14:30:00,53.04,53.14,52.61,52.81,1052386.0
2019-01-03 15:30:00,52.8,52.96,52.4,52.54,1415921.0
2019-01-04 10:30:00,54.34,54.53,53.98,54.1,1664765.0
2019-01-04 11:30:00,54.03,54.21,53.9,54.2,1801626.0
2019-01-04 12:30:00,54.21,54.66,54.14,54.59,1577288.0
2019-01-04 13:30:00,54.61,54.85,54.36,54.83,957435.0
2019-01-04 14:30:00,54.86,54.9431,54.55,54.7,1425854.0
2019-01-04 15:30:00,54.71,54.92,54.66,54.74,1406453.0
2019-01-07 10:30:00,54.54,55.12,54.49,54.96,1020243.0
2019-01-07 11:30:00,54.97,55.33,54.8997,55.28,924553.0
2019-01-07 12:30:00,55.28,55.5,55.24,55.38,788116.0
2019-01-07 13:30:00,55.36,55.42,54.96,55.21,1214317.0
