date,1. open,2. high,3. low,4. close,5. volume
2018-12-31 10:30:00,177.515,177.515,176.5,176.68,223285.0
2018-12-31 11:30:00,176.6,176.64,176.15,176.56,171956.0
2018-12-31 12:30:00,176.69,177.13,176.39,177.13,157387.0
2018-12-31 13:30:00,177.01,177.14,176.54,176.59,177880.0
2018-12-31 14:30:00,176.6,177.24,176.43,176.98,239191.0
2018-12-31 15:30:00,176.97,177.57,176.36,177.57,501511.0
2019-01-02 10:30:00,174.35,175.48,174.2,174.92,321143.0
2019-01-02 11:30:00,174.85,175.67,174.65,174.99,251642.0
2019-01-02 12:30:00,174.97,176.17,174.86,176.01,201651.0
2019-01-02 13:30:00,176.08,176.22,175.38,175.77,182919.0
2019-01-02 14:30:00,175.87,176.14,175.25,175.72,332154.0
2019-01-02 15:30:00,175.69,176.26,175.18,175.97,373193.0
2019-01-03 10:30:00,175.22,175.37,174.445,174.67,458378.0
2019-01-03 11:30:00,174.7,176.435,174.7,175.87,423557.0
2019-01-03 12:30:00,175.8,176.23,175.13,175.52,342873.0
2019-01-03 13:30:00,175.49,175.91,174.88,175.86,298518.0
2019-01-03 14:30:00,175.98,176.03,174.88,175.33,360814.0
2019-01-03 15:30:00,175.27,175.58,174.56,174.87,650400.0
2019-01-04 10:30:00,178.44,178.6,177.65,177.7975,312237.0
2019-01-04 11:30:00,177.68,178.51,177.65,178.45,301770.0
2019-01-04 12:30:00,178.47,179.2,178.03,178.05,388480.0
2019-01-04 13:30:00,178.21,178.55,177.9796,178.28,245788.0
2019-01-04 14:30:00,178.25,178.5,177.66,177.76,311013.0
2019-01-04 15:30:00,177.74,178.4,177.72,178.25,450573.0
2019-01-07 10:30:00,179.7,180.58,179.7,180.21,307351.0
2019-01-07 11:30:00,180.16,181.15,180.13,180.79,302793.0
2019-01-07 12:30:00,180.78,181.85,180.7372,181.735,233918.0
2019-01-07 13:30:00,181.76,181.76,180.58,180.81,241971.0
2019-01-07 14:30:00,180.78,181.1,180.19,181.0,264299.0
2019-01-07 15:30:00,181.01,181.01,180.04,180.22,451891.0
2019-01-08 10:30:00,180.945,180.97,180.25,180.2672,300908.0
2019-01-08 11:30:00,180.15,180.83,179.95,180.76,215840.0
2019-01-08 12:30:00,180.8,180.96,179.94,180.61,304062.0
2019-01-08 13:30:00,180.56,181.03,180.41,180.6,215624.0
2019-01-08 14:30:00,180.6,181.36,180.6,181.13,286159.0
2019-01-08 15:30:00,181.13,181.24,180.53,180.59,451624.0
2019-01-09 10:30:00,180.36,180.36,179.2,180.17,326056.0
2019-01-09 11:30:00,180.14,180.67,180.0938,180.33,222649.0
2019-01-09 12:30:00,180.33,180.84,180.32,180.46,231031.0
2019-01-09 13:30:00,180.45,180.66,179.66,179.94,275269.0
2019-01-09 14:30:00,179.9012,180.49,179.9,180.16,261313.0
2019-01-09 15:30:00,180.1,180.35,179.67,180.29,304154.0
2019-01-10 10:30:00,181.03,181.47,180.68,181.32,230353.0
2019-01-10 11:30:00,181.38,181.82,181.29,181.58,190241.0
2019-01-10 12:30:00,181.56,181.875,180.66,180.94,196168.0
2019-01-10 13:30:00,180.94,181.23,180.66,181.17,163897.0
2019-01-10 14:30:00,181.19,181.235,180.57,181.22,243066.0
2019-01-10 15:30:00,181.25,181.73,181.05,181.56,422110.0
2019-01-11 10:30:00,181.2,182.12,180.93,181.64,324474.0
2019-01-11 11:30:00,181.62,181.9326,181.56,181.8275,207975.0
2019-01-11 12:30:00,181.79,181.965,181.15,181.34,188997.0
2019-01-11 13:30:00,181.31,181.7,180.8,181.64,272622.0
2019-01-11 14:30:00,181.59,181.84,181.301,181.6,199197.0
2019-01-11 15:30:00,181.62,182.39,181.6,182.38,293670.0
2019-01-14 10:30:00,181.05,181.69,181.04,181.0627,169309.0
2019-01-14 11:30:00,181.04,181.48,181.015,181.24,161627.0
2019-01-14 12:30:00,181.18,181.5195,181.05,181.345,152421.0
2019-01-14 13:30:00,181.31,181.61,181.06,181.07,154170.0
2019-01-14 14:30:00,181.06,181.068,180.71,180.92,177883.0
2019-01-14 15:30:00,180.88,181.42,180.88,181.2,305982.0
2019-01-15 10:30:00,182.65,182.865,182.14,182.22,217645.0
2019-01-15 11:30:00,182.11,182.7101,181.94,182.68,244372.0
2019-01-15 12:30:00,182.7,182.71,181.86,182.08,152102.0
2019-01-15 13:30:00,182.07,182.12,180.93,180.93,518753.0
2019-01-15 14:30:00,180.92,181.39,180.76,181.19,586712.0
2019-01-15 15:30:00,181.2,181.5,180.98,181.02,467404.0
2019-01-16 10:30:00,180.96,181.06,180.44,180.87,346368.0
2019-01-16 11:30:00,180.84,181.05,180.38,180.46,210834.0
2019-01-16 12:30:00,180.53,180.58,179.71,179.71,261590.0
2019-01-16 13:30:00,179.7,179.73,179.14,179.51,432551.0
2019-01-16 14:30:00,179.52,180.01,179.5,179.87,372377.0
2019-01-16 15:30:00,179.86,179.87,179.22,179.22,439392.0
2019-01-17 10:30:00,179.96,180.08,179.61,180.02,250274.0
2019-01-17 11:30:00,179.98,180.04,179.57,179.79,191746.0
2019-01-17 12:30:00,179.79,179.92,179.04,179.37,242179.0
2019-01-17 13:30:00,179.3901,179.659,179.23,179.57,223405.0
2019-01-17 14:30:00,179.59,180.51,179.54,180.2507,484453.0
2019-01-17 15:30:00,180.26,181.1,180.26,181.09,409833.0
2019-01-18 10:30:00,181.48,181.75,180.95,181.56,341507.0
2019-01-18 11:30:00,181.57,182.47,181.48,182.41,250114.0
2019-01-18 12:30:00,182.38,182.74,182.175,182.26,222180.0
2019-01-18 13:30:00,182.27,182.53,182.0,182.06,225557.0
2019-01-18 14:30:00,182.04,182.37,181.9,182.125,259376.0
2019-01-18 15:30:00,182.17,182.58,181.93,182.57,467819.0
2019-01-22 10:30:00,184.83,185.18,184.46,185.18,322316.0
2019-01-22 11:30:00,185.05,185.14,184.02,184.39,252084.0
